city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_16,0.91,nan,No relevent experience,no_enrollment,Graduate,Arts,2,nan,nan,2,21,1
city_71,0.884,Other,Has relevent experience,Part time course,Masters,STEM,>20,10/49,Funded Startup,2,5,0
city_27,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Early Stage Startup,1,31,0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,43,1
city_152,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,4,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,114,0
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,Business Degree,12,nan,nan,>4,35,0
city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Early Stage Startup,1,41,0
city_37,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,36,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10/49,Pvt Ltd,1,52,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,never,170,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,157,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,Pvt Ltd,2,7,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,nan,nan,1,39,0
city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,9,nan,nan,2,39,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,4,1
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,never,74,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,51,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,6,nan,nan,1,58,1
city_173,0.878,nan,Has relevent experience,Part time course,Masters,STEM,17,1000-4999,Pvt Ltd,1,102,0
city_103,0.92,nan,No relevent experience,Full time course,Graduate,STEM,5,100-500,Public Sector,1,81,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,nan,7,100-500,Pvt Ltd,>4,39,1
city_101,0.558,Male,No relevent experience,Full time course,High School,nan,2,nan,nan,never,100,0
city_173,0.878,Male,Has relevent experience,no_enrollment,High School,nan,11,5000-9999,Pvt Ltd,3,178,0
city_11,0.55,nan,No relevent experience,Full time course,Graduate,STEM,1,nan,nan,1,101,1
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,STEM,7,nan,nan,1,65,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,44,0
city_28,0.939,Male,No relevent experience,no_enrollment,High School,nan,3,10000+,Pvt Ltd,3,59,0
city_16,0.91,nan,No relevent experience,Full time course,Graduate,STEM,6,nan,Pvt Ltd,1,35,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,nan,nan,>4,46,0
city_138,0.836,Male,Has relevent experience,Full time course,High School,nan,3,50-99,Pvt Ltd,1,10,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,nan,nan,>4,46,1
city_78,0.579,nan,No relevent experience,no_enrollment,Graduate,nan,3,nan,nan,1,21,1
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,3,91,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,8,nan,nan,1,111,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Funded Startup,1,104,0
city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,never,10,0
city_103,0.92,Male,No relevent experience,Full time course,High School,nan,6,nan,Pvt Ltd,never,48,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,1,64,0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,24,0
city_160,0.92,Male,No relevent experience,Full time course,High School,nan,4,1000-4999,Pvt Ltd,1,23,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,3,<10,Pvt Ltd,2,10,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,1000-4999,Pvt Ltd,1,26,0
city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,1,11,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,>4,50,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,49,0
city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,NGO,2,13,0
city_160,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,83,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,NGO,>4,148,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,5,<10,nan,2,44,0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,nan,2,nan,Pvt Ltd,never,67,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,110,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,41,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,1,90,0
city_160,0.92,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,1,56,0
city_99,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,37,0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,11,10/49,Public Sector,1,11,0
city_72,0.795,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,99,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,Other,5,<10,Pvt Ltd,1,28,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Other,>4,28,0
city_144,0.84,nan,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,33,1
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,64,0
city_138,0.836,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,122,0
city_89,0.925,nan,No relevent experience,Full time course,High School,nan,9,nan,Pvt Ltd,1,24,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,4,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,184,0
city_54,0.856,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,100,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,22,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,58,0
city_160,0.92,Male,No relevent experience,Full time course,High School,nan,11,nan,nan,4,8,0
city_23,0.899,Male,No relevent experience,Full time course,High School,nan,6,nan,nan,1,103,0
city_61,0.913,nan,Has relevent experience,no_enrollment,Graduate,No Major,16,10000+,Public Sector,1,35,0
city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,86,0
city_100,0.887,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,17,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,1,44,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,23,0
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,1,21,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,2,94,0
city_46,0.762,nan,Has relevent experience,Full time course,High School,nan,9,nan,nan,1,18,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,1,90,0
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,NGO,1,29,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,>4,17,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,2,24,1
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,>4,39,1
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,1,21,0
city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,never,21,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10/49,Funded Startup,2,45,0
city_126,0.479,nan,No relevent experience,Full time course,High School,nan,1,nan,nan,1,14,1
city_21,0.624,Male,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,never,63,1
city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,65,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,23,0
city_116,0.743,nan,Has relevent experience,Full time course,Masters,STEM,<1,50-99,nan,1,19,0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,nan,1,102,1
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,21,1
city_46,0.762,Male,Has relevent experience,Full time course,High School,nan,10,10000+,Other,1,43,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,12,0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,nan,nan,1,39,1
city_91,0.691,Male,No relevent experience,Part time course,Graduate,STEM,1,nan,Pvt Ltd,never,25,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,46,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,NGO,1,37,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,84,0
city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,28,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,>4,36,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,5000-9999,Pvt Ltd,2,55,1
city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,7,0
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,11,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,nan,nan,2,26,0
city_30,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Funded Startup,1,44,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,13,nan,nan,1,7,0
city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,1,41,0
city_150,0.698,nan,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,>4,18,0
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,nan,nan,1,146,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,never,14,1
city_114,0.926,nan,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,never,116,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,>20,50-99,Pvt Ltd,>4,92,0
city_103,0.92,nan,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Funded Startup,>4,24,0
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,22,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,50-99,Pvt Ltd,2,48,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,2,44,0
city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,3,87,0
city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,NGO,3,114,0
city_160,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,150,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,Early Stage Startup,>4,36,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,2,96,0
city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,4,13,0
city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,1,50,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,94,0
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,102,1
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,100-500,Funded Startup,1,101,0
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,9,0
city_74,0.579,nan,No relevent experience,Full time course,Graduate,Business Degree,3,nan,nan,never,11,0
city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,1,21,0
city_65,0.802,nan,No relevent experience,no_enrollment,High School,nan,2,nan,nan,never,13,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,37,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Funded Startup,4,152,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,27,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,16,1
city_16,0.91,Male,No relevent experience,Full time course,High School,nan,6,nan,nan,never,96,0
city_24,0.698,nan,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,2,60,0
city_12,0.64,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,3,100,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Funded Startup,1,42,0
city_16,0.91,Male,No relevent experience,Full time course,Masters,Humanities,>20,nan,nan,3,94,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,32,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,4,17,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,2,96,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,84,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,Humanities,4,500-999,Pvt Ltd,2,23,0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,1,19,0
city_21,0.624,nan,No relevent experience,Full time course,Graduate,nan,2,nan,Pvt Ltd,1,50,1
city_100,0.887,nan,No relevent experience,Full time course,Masters,STEM,8,nan,Public Sector,3,38,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,7,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,nan,2,140,0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,2,nan,nan,never,36,0
city_53,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,32,0
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,>4,67,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,NGO,3,6,0
city_79,0.698,nan,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,95,0
city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,25,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,nan,nan,1,28,1
city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,7,nan,nan,1,65,1
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,40,1
city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,6,nan,nan,4,30,0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,nan,3,184,1
city_123,0.738,nan,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,2,166,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,nan,nan,1,46,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,121,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,92,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,2,136,1
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,9,1000-4999,Pvt Ltd,3,77,0
city_54,0.856,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,1,32,1
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,162,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,nan,never,13,1
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,45,0
city_97,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,nan,2,32,0
city_114,0.926,Male,No relevent experience,Full time course,High School,nan,13,nan,nan,never,32,0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,1,50,0
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,nan,nan,1,27,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,43,1
city_21,0.624,Male,Has relevent experience,Full time course,High School,nan,4,nan,nan,never,75,0
city_155,0.556,nan,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Pvt Ltd,1,34,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Humanities,17,10/49,Funded Startup,1,51,0
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,nan,nan,1,100,1
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,29,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,>4,34,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,30,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,<1,nan,nan,1,44,1
city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10/49,Funded Startup,>4,76,0
city_103,0.92,nan,Has relevent experience,Part time course,Masters,Arts,10,50-99,NGO,2,146,0
city_90,0.698,nan,Has relevent experience,no_enrollment,Masters,STEM,14,nan,nan,>4,88,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,40,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,2,47,0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,nan,2,nan,nan,never,84,0
city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,9,1000-4999,Pvt Ltd,1,149,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Public Sector,1,73,0
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,82,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,154,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,2,35,0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,15,<10,Pvt Ltd,>4,83,1
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,nan,5,nan,nan,never,31,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,3,100,0
city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,2,28,0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,56,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,nan,1,96,0
city_94,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,7,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,13,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,58,1
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,16,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,50,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,<10,Pvt Ltd,>4,47,0
city_114,0.926,Male,No relevent experience,Full time course,High School,nan,2,nan,nan,1,5,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,48,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,2,19,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,27,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,3,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,25,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,45,0
city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Pvt Ltd,4,102,1
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,11,nan,Pvt Ltd,never,22,1
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,94,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,nan,nan,2,79,0
city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,nan,nan,1,10,1
city_36,0.893,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,46,1
city_74,0.579,nan,No relevent experience,Full time course,Graduate,Other,6,nan,nan,never,63,1
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,13,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,4,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,88,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,2,10,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,<10,Funded Startup,1,32,0
city_44,0.725,Female,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,52,0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,8,nan,nan,2,90,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,never,66,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,nan,2,9,1
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,3,46,0
city_123,0.738,nan,No relevent experience,no_enrollment,Graduate,STEM,1,nan,Pvt Ltd,never,110,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,10,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,1,nan,nan,never,83,0
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,89,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,134,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,nan,nan,1,28,0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,nan,Public Sector,1,66,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,100-500,Pvt Ltd,3,54,0
city_74,0.579,nan,Has relevent experience,no_enrollment,Graduate,Humanities,6,<10,Other,2,85,1
city_16,0.91,Male,No relevent experience,Part time course,Graduate,Business Degree,19,<10,Pvt Ltd,>4,9,0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,nan,nan,2,36,0
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,103,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,53,0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Other,2,38,1
city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,nan,nan,1,28,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,48,1
city_19,0.682,nan,Has relevent experience,no_enrollment,Graduate,Other,6,500-999,Public Sector,1,112,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,4,7,1
city_98,0.949,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,168,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,7,nan,nan,never,25,0
city_11,0.55,Male,No relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,26,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,62,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,3,40,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,3,0
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,nan,1,23,0
city_64,0.666,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,never,70,0
city_103,0.92,Female,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,17,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,2,18,1
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,34,0
city_65,0.802,Male,No relevent experience,no_enrollment,Phd,STEM,4,nan,nan,1,57,0
